,"Area
Code",St,Cnty,Own,NAICS,Year,Qtr,Area Type,St Name,Area,Ownership,Industry,Status Code,Establishment Count,January Employment,February Employment,March Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
53321,54000,54,0.0,5,1021,2021,1,State,West Virginia,West Virginia -- Statewide,Private,"1021 Trade, transportation, and utilities",,10550,118650,118189,119079,1270334965,824,0.96,1.09
53322,54000,54,0.0,5,1022,2021,1,State,West Virginia,West Virginia -- Statewide,Private,1022 Information,,863,6929,6981,7029,105459521,1162,0.55,0.29
53323,54000,54,0.0,5,1023,2021,1,State,West Virginia,West Virginia -- Statewide,Private,1023 Financial activities,,4109,23956,23902,24212,366665309,1174,0.64,0.38
53324,54000,54,0.0,5,1024,2021,1,State,West Virginia,West Virginia -- Statewide,Private,1024 Professional and business services,,8957,65567,65975,67023,871952538,1013,0.7,0.58
53325,54000,54,0.0,5,1025,2021,1,State,West Virginia,West Virginia -- Statewide,Private,1025 Education and health services,,8869,125232,125329,126030,1492716154,915,1.21,1.53
53326,54000,54,0.0,5,1026,2021,1,State,West Virginia,West Virginia -- Statewide,Private,1026 Leisure and hospitality,,4643,60513,61228,62747,284994403,356,1.06,1.13
53327,54000,54,0.0,5,1027,2021,1,State,West Virginia,West Virginia -- Statewide,Private,1027 Other services,,3484,15555,15573,15863,133869409,657,0.86,0.96
53328,54000,54,0.0,5,1029,2021,1,State,West Virginia,West Virginia -- Statewide,Private,1029 Unclassified,,65,158,173,168,2222362,1028,0.19,0.23
54295,55000,55,0.0,0,10,2021,1,State,Wisconsin,Wisconsin -- Statewide,Total Covered,"10 Total, all industries",,183535,2713512,2716884,2735358,37012864363,1046,1.0,1.0
54296,55000,55,0.0,1,10,2021,1,State,Wisconsin,Wisconsin -- Statewide,Federal Government,"10 Total, all industries",,1279,29882,29802,29833,496339243,1280,0.53,0.53
54297,55000,55,0.0,2,10,2021,1,State,Wisconsin,Wisconsin -- Statewide,State Government,"10 Total, all industries",,631,80248,80511,80679,1239473609,1185,0.9,1.05
54298,55000,55,0.0,3,10,2021,1,State,Wisconsin,Wisconsin -- Statewide,Local Government,"10 Total, all industries",,5631,255323,261175,260538,2966205522,881,0.97,0.99
54299,55000,55,0.0,5,10,2021,1,State,Wisconsin,Wisconsin -- Statewide,Private,"10 Total, all industries",,175994,2348059,2345396,2364308,32310845989,1056,1.02,1.01
54300,55000,55,0.0,5,101,2021,1,State,Wisconsin,Wisconsin -- Statewide,Private,101 Goods-producing,,26980,598850,592618,602367,9150270035,1177,1.48,1.57
54301,55000,55,0.0,5,1011,2021,1,State,Wisconsin,Wisconsin -- Statewide,Private,1011 Natural resources and mining,,2874,27886,27803,28827,285320027,779,0.91,0.71
54302,55000,55,0.0,5,1012,2021,1,State,Wisconsin,Wisconsin -- Statewide,Private,1012 Construction,,14922,113248,107675,114170,1778845471,1225,0.82,0.99
54303,55000,55,0.0,5,1013,2021,1,State,Wisconsin,Wisconsin -- Statewide,Private,1013 Manufacturing,,9184,457716,457140,459370,7086104537,1190,1.94,1.95
54304,55000,55,0.0,5,102,2021,1,State,Wisconsin,Wisconsin -- Statewide,Private,102 Service-providing,,149014,1749209,1752778,1761941,23160575954,1015,0.92,0.89
54305,55000,55,0.0,5,1021,2021,1,State,Wisconsin,Wisconsin -- Statewide,Private,"1021 Trade, transportation, and utilities",,36056,528350,521599,523626,5853371902,858,1.0,1.04
54306,55000,55,0.0,5,1022,2021,1,State,Wisconsin,Wisconsin -- Statewide,Private,1022 Information,,2571,44620,44391,44251,1002578556,1736,0.83,0.57
54307,55000,55,0.0,5,1023,2021,1,State,Wisconsin,Wisconsin -- Statewide,Private,1023 Financial activities,,14919,148709,149767,149737,3634211958,1871,0.93,0.78
54308,55000,55,0.0,5,1024,2021,1,State,Wisconsin,Wisconsin -- Statewide,Private,1024 Professional and business services,,27982,309758,311545,310621,5443254258,1348,0.77,0.74
54309,55000,55,0.0,5,1025,2021,1,State,Wisconsin,Wisconsin -- Statewide,Private,1025 Education and health services,,32740,427528,429979,430832,5504809470,986,0.98,1.16
54310,55000,55,0.0,5,1026,2021,1,State,Wisconsin,Wisconsin -- Statewide,Private,1026 Leisure and hospitality,,16777,212947,217021,222722,999934472,354,0.89,0.82
54311,55000,55,0.0,5,1027,2021,1,State,Wisconsin,Wisconsin -- Statewide,Private,1027 Other services,,13268,72633,72958,73974,646162417,679,0.95,0.95
54312,55000,55,0.0,5,1029,2021,1,State,Wisconsin,Wisconsin -- Statewide,Private,1029 Unclassified,,4701,4664,5518,6178,76252921,1076,1.68,1.64
55554,56000,56,0.0,0,10,2021,1,State,Wyoming,Wyoming -- Statewide,Total Covered,"10 Total, all industries",,27729,253905,255034,256795,3158949914,952,1.0,1.0
55555,56000,56,0.0,1,10,2021,1,State,Wyoming,Wyoming -- Statewide,Federal Government,"10 Total, all industries",,409,7208,7229,7256,122678886,1305,1.39,1.54
55556,56000,56,0.0,2,10,2021,1,State,Wyoming,Wyoming -- Statewide,State Government,"10 Total, all industries",,462,12256,12316,12379,176637737,1103,1.46,1.75
55557,56000,56,0.0,3,10,2021,1,State,Wyoming,Wyoming -- Statewide,Local Government,"10 Total, all industries",,617,44145,45012,45237,529788695,910,1.8,2.06
55558,56000,56,0.0,5,10,2021,1,State,Wyoming,Wyoming -- Statewide,Private,"10 Total, all industries",,26241,190296,190477,191923,2329844596,939,0.88,0.86
55559,56000,56,0.0,5,101,2021,1,State,Wyoming,Wyoming -- Statewide,Private,101 Goods-producing,,5480,44436,43941,44831,744474427,1290,1.17,1.5
55560,56000,56,0.0,5,1011,2021,1,State,Wyoming,Wyoming -- Statewide,Private,1011 Natural resources and mining,,1419,16589,16576,16737,351322835,1625,5.6,10.2
55561,56000,56,0.0,5,1012,2021,1,State,Wyoming,Wyoming -- Statewide,Private,1012 Construction,,3425,18310,17956,18677,230946267,970,1.43,1.51
55562,56000,56,0.0,5,1013,2021,1,State,Wyoming,Wyoming -- Statewide,Private,1013 Manufacturing,,636,9537,9409,9417,162205325,1320,0.42,0.52
55563,56000,56,0.0,5,102,2021,1,State,Wyoming,Wyoming -- Statewide,Private,102 Service-providing,,20761,145860,146536,147092,1585370169,832,0.82,0.71
55564,56000,56,0.0,5,1021,2021,1,State,Wyoming,Wyoming -- Statewide,Private,"1021 Trade, transportation, and utilities",,4821,48540,48314,48345,525834671,836,0.98,1.09
55565,56000,56,0.0,5,1022,2021,1,State,Wyoming,Wyoming -- Statewide,Private,1022 Information,,452,2926,2889,2882,40322105,1070,0.57,0.27
55566,56000,56,0.0,5,1023,2021,1,State,Wyoming,Wyoming -- Statewide,Private,1023 Financial activities,,2453,10803,10895,10904,201203966,1424,0.72,0.51
55567,56000,56,0.0,5,1024,2021,1,State,Wyoming,Wyoming -- Statewide,Private,1024 Professional and business services,,5274,18142,18449,18597,279765334,1170,0.49,0.45
55568,56000,56,0.0,5,1025,2021,1,State,Wyoming,Wyoming -- Statewide,Private,1025 Education and health services,,3538,27219,27373,27338,293683371,827,0.66,0.73
55569,56000,56,0.0,5,1026,2021,1,State,Wyoming,Wyoming -- Statewide,Private,1026 Leisure and hospitality,,2425,31539,31908,32231,177553734,428,1.37,1.7
55570,56000,56,0.0,5,1027,2021,1,State,Wyoming,Wyoming -- Statewide,Private,1027 Other services,,1676,6574,6594,6670,64260648,748,0.91,1.11
55571,56000,56,0.0,5,1029,2021,1,State,Wyoming,Wyoming -- Statewide,Private,1029 Unclassified,,122,117,114,125,2746340,1780,0.36,0.69
